阿斗当皇帝	软弱无能
戏台上起年号	称王称霸
戏台上娶亲	欢乐一时说一时
戏台上收锣鼓	没戏唱了
戏台上死人	不能当真
戏台上送诏书	假传圣旨
戏台上谈恋爱	假情假意
戏台上讨老婆	假的
戏台下掉泪	替古人担忧
戏台下面开店铺	光图热闹
戏台下面淌眼泪	替古人担忧
戏台子下读《四书》	闹中取静
戏娃子转圈圈	走过场
戏园里的枣木梆子	天生挨揍
戏园里挑媳妇	气厢情愿
戏园子里的挂钟	群众观点
戏园子里看《论语》	心不在焉
戏园子里拉大幕	个切完事
戏园子门前堆垃圾	煞风景
戏园子失火	彻底垮台
戏院里挂钟	群众观点（比喻大家的看法）
戏子（旧时称职业的戏曲演员）搽脸蛋	光图表面
戏子搽脸蛋	光图表面
戏子戴面具	面目全非
戏子的胡须	假的；挂上的
戏子的脸蛋	要哭就哭，要笑就笑
戏子没卸装	油头粉面
细高挑儿（身材细长的人）进矮门	不得不低头
细篾条穿冰粉	难题（提）
虾兵蟹将串门子	水里来，水里去
虾公掉进烫锅里	落个大红脸
虾公头上戴大枪	没人怕
虾子掉在大麦上	忙（芒）上加忙（芒）
虾子掉在盐堆里	忙（芒）中有闲（咸）
虾子过河	谦虚（牵须）
瞎狗逮兔子	碰到嘴上
瞎姑娘戴眼镜	多一层比少一层好
瞎了眼的癞皮狗	碰着啥咬啥
瞎驴推磨盘	团团转
瞎骡子打里（拉里套）	乱套了
瞎猫啃骨头	咬住不放
瞎猫碰着死耗子	难得；得之不易；赶得巧；正好
瞎猫抓鸡	死不丢
瞎猫抓住个死耗子	碰上了（比喻偶然遇上）
瞎猫抓住死老鼠	咬住不放
瞎妹子当媒人	自顾不暇
瞎娘抱着向娃娃	人家不夸自家夸
瞎牛撞草堆	碰着就吃
瞎婆娘彩西洋景	白花钱
瞎眼跛脚驴	顾（雇）不得
瞎眼吃杂碎	啥都有
瞎眼鸡叼虫子	碰运气
瞎子熬糖	恼（老）了火（比喻十分生气、恼怒。）
瞎子拜见岳父	有眼不识泰山
瞎子拜见丈人	有眼不识泰山
瞎子帮忙	越帮越忙
瞎子背拐子（腿脚瘸的人）	取长补短
瞎子背拐子过河	两全其美（比喻两方面都照顾得很圆满。）
瞎子背拐子走	由你指点；各尽其能
瞎子背瘸子	谁也离不开谁；各取所长
瞎子背瞎子	忙（盲）上加忙（盲）（比匕喻特别忙。）
瞎子背着拐子走	各尽其能
瞎子奔南墙	不碰不回头
瞎子踩高跷	盲目冒险
瞎子唱花脸	瞎喊
瞎子吃核桃	砸了手
瞎子吃黄瓜	不分老嫩
瞎子吃馄钝	肚里有数
瞎子吃芥末（调味品。味辣）	干瞪眼
瞎子吃螃蟹	只只好；个个好
瞎子吃汤圆	心中有数
瞎子吃羊肉	块块好
瞎子吃鱼	摸不着头尾
瞎子出门	盲目行动
瞎子吹蜡烛	胡吹一气
瞎子打靶	没准儿
瞎子打灯笼	看不到前程
瞎子打电筒	只照别人
瞎子打哈哈	盲目乐观
瞎子打架	揪住不放（比喻老抓住缺，点或错误，作为把柄。或指摘不完。）
瞎子打瞌睡	不显眼；不知不觉
瞎子打婆娘	抓住不放；揪住不放
瞎子打枪	漫无目标
瞎子打手电	只照人家，不照自己
瞎子打蚊子	白费力气
瞎子戴手表	摆设
瞎子戴眼镜	多余的框框；装模作样；多此一举；多一层不如少一层；多余
瞎子当向导	摸不清方向
瞎子的拐杖	离不得
瞎子点灯	白费蜡
瞎子掉下崖	凶多吉少
瞎子丢拐杖	无依无靠；没靠头
瞎子放驴	随它去
瞎子放牛	松不得手
瞎子放羊	由它去；随它去
瞎子付了灯油钱	明吃亏
瞎子盖被子	东拉西扯
瞎子干活	靠摸
瞎子跟绳走	摸索前进
瞎子跟着娶媳妇的笑	瞎凑热闹
瞎子跟着笑	随声附和；盲目乐观
瞎子钩鱼	只照人家，不照自己
瞎子逛大街	目中无人
瞎子逛商店	目空一切
瞎子过独木桥	盲目冒险；死路一条
瞎子过桥	提心吊胆
瞎子过索道	提心吊胆
瞎子过鱼鳞坑	栽不完的跟头
瞎子害眼病	根底坏；没法治；无关大局
瞎子哼曲子	盲目乐观
瞎子挤到三岔口	不知走哪条路
瞎子夹豆腐	不烂搞到烂（比喻把东西搞坏。含有责备的意思。或比喻捣乱。或比办事、说话，越办越糟，弄巧成拙。）
瞎子架电线	胡扯
瞎子嫁瘸子	两将就；两凑合
瞎子叫好	随声附和
瞎子接亲	难见人
瞎子进村	摸不着门
瞎子进花园	没什么好看的
瞎子进面馆	只认吃
瞎子进书房	不认输（书）
瞎子进学堂	不认输（书）
瞎子敬神	盲目崇拜
瞎子救人	胡扑打
瞎子开锁	碰对了
瞎子看书	观点不明
瞎子看天	不知早晚
瞎子看西洋景	枉费功；白费劲
瞎子看戏	视而不见；目中无人
瞎子看哑剧	一无所获
瞎子看钟	观点不明
瞎子拉二胡	练好的本领
瞎子拉胡琴	练好的本领
瞎子理乱麻	找不着头绪
瞎子捋（lv 用手指顺着抹过去，使物体顺溜或干净）胡子	莫（摸）须有
瞎子买电视机	给别人看的（比喻摆样子。）
瞎子买锅	摸底
瞎子买日历	胡扯
瞎子摸城墙	没头没尾；没尽头
瞎子摸窗户	找门道
瞎子摸到三岔口	不知所措
瞎子摸墙	找门道；无门儿
瞎子摸象	各说各有理：有偏见
瞎子摸鱼	瞎摸；碰运气；枉费心机
瞎子摸着蜜罐子	尝到甜头
瞎子磨刀	快了
瞎子拿报	你看
瞎子爬窗户	摸不着门道
瞎子爬树	不知高低
瞎子拍大腿	不高兴
瞎子跑夜路	难上加难
瞎子骑驴	一条道走到黑
瞎子骑瞎马	不对路数
瞎子敲城墙	找门路
瞎子娶老婆	不管美丑
瞎子染布	不知深浅
瞎子纫（ren 引线穿过针鼻儿）上了针	凑巧了；赶巧了；正好
瞎子纫针	对不上眼；自找苦吃；摸不着门道
瞎子三天不洗脸	眼不见为净
瞎子上坟	估堆
瞎子上工	摸索着干
瞎子上轿	摸不着门道
瞎子上街	摸出来的
瞎子上楼梯	不知道高低
瞎子上梯子	一步步来
瞎子射箭	无的放矢
瞎子伸手	没（摸）钱
瞎子说鬼	不可言状
瞎子死了儿	没指望
瞎子死了儿子	没指望了
瞎子讨饭	摸不着门道
瞎子跳高	凶多吉少
瞎子跳加官（旧时戏曲开场或演出中，遇显贵到场时，加演的舞蹈节目）	盲目乐观
瞎子跳舞	盲目乐观
瞎子贴布告	倒贴
瞎子望天窗	不明不白
瞎子相（xiang）婆娘	难见人
瞎子相亲	对不上眼；不对眼
瞎子栽树	死活不管
瞎子摘葫芦	顺藤摸瓜
瞎子找对象	不知丑俊
瞎子住山洞	暗无天日
瞎子抓琵琶	乱弹琴
瞎子抓婆娘	死不丢
瞎子捉鬼	没影的事
瞎子走路	不分日夜；难见天日
瞎子钻进小胡同	处处碰壁
瞎子作揖	盲目崇拜
瞎子坐飞机	不知高低
瞎子坐上席	目中无人
下巴底下支砖头	难开口；不好开口
下大雪找蹄印	罕见
下地不穿鞋	脚踏实地
下贱陀螺	不打不转
下轿打轿夫	不识抬举；恩将仇恨；以怨报德
下了地狱才后悔	来不及了
下了锅的面条	硬不起来；软下来了
下了山的老虎	不如狗（比喻失去了当年的威势。）
下棋走子儿	格格不入
下山担柴	心（薪）挂两头
下水船走不动	风水不顺
下水道安灯	照管
下水救落婴	舍己为人
下雪天穿裙子	美丽又动（冻）人
下雪天打兔子	白跑
下雪天走路	一步一个脚印
下雨不撑伞	淋（轮）着啦
下雨不戴帽子	轮（淋）到头上
下雨洒街，刮风扫地	多此一举
下雨天背棉絮	越背越重
下雨天出太阳	假情（晴）；阴不阴来阳不阳
下雨天打麦子	收不了场；难收场
下雨天浇地	多此一举
下雨天泼街	假积极
下雨天往屋里跑	轮（淋）不到你
下雨天走路	拖泥带水
下雨往屋里跑	淋（轮）不到
夏天的烘笼	没用处；挂起来了
夏天的火炉	挨不得
夏天的扇子	人人欢喜；个个喜爱
夏天的袜子	可有可无
夏天的萤火虫	若明若暗
夏夜走棋	星罗棋布
夏至插秧	晚了；迟了
仙姑思凡	心野了
仙鹤打架	绕脖子
仙女的裙子	拖拖拉拉
仙女散花	天花乱坠
仙女下凡	腾云驾雾；飘飘然
先穿靴后穿裤	乱了套
掀翻了抱鸡窝	弄出许多谎（黄）来
掀菩萨烧庙宇	无恶不作
鲜花插在牛屎上	配不上；不配
鲜鱼烂虾一锅煮	不知好歹；好歹不分
闲人生闲气	无事生非
闲着没事摸锅底	给自己抹黑
咸菜拌豆腐	有言（盐）在先
咸菜缸里的秤砣	一言（盐）难尽（进）
咸菜缸里养白螺	难养活
咸菜缸里养田螺	难养活
咸菜煮豆腐	不必多言（盐）
咸鸡蛋	老腌（淹）哪
咸肉里加酱油	多此一举
咸鱼落塘	不知死活
咸鱼下水	假新鲜
显微镜下看细菌	一目了然；清清楚楚；一清二楚
显微镜下瞧东西	一孔之见
县长打老子	公事公办
县太爷出文告	官腔官调
县太爷盗金库	财迷心窍；财迷
县太爷告老	充权
县太爷门前打鼓	鸣冤叫屈
县太爷审他爹	公事公办
现代人穿古装	不是时候
线头穿进针孔里	对上眼了
线头落针眼	凑巧了；赶巧了；正好
线团打架	纠缠不清
线团子打滚	难缠
陷阱里的猎物	束手就擒
乡里婆婆拜干佛	磕头磕够了
乡下姑娘城里人打扮	半土半洋；不土不洋
乡下人不识走马灯	来的来，去的去；去了又来
乡下人穿大褂	必有正事
乡下人穿西装	土洋结合
相（xiang）媳妇的扭头	看不上眼
相逢不下鞍	各奔前程
相片扔到大海里	丢人不知深浅
相声表演	笑话连篇
香肠做链子	锁不住
香龛上挂粪桶	臭死祖先
香炉里长草	慌（荒）了神
香炉上打喷嚏	碰一鼻子灰
香签棍搭桥	难过
香山的卧佛	大手大脚
香水洗狐狸	臊气还在
湘绣被面包画册	话（画）里有话（画）
想吃鱼又避腥	难得两全
向棺材里的人讨帐	逼死人
向和尚借梳子	找错了门
向河里泼水	随大流
向傻子问路	一问三不知
巷道扛椽（chu6n）子	直来直去；直出直人
巷窄遇仇人	狭路相逢
项羽设宴请刘邦	不好心；居心不良
项羽砸锅	破釜沉舟
象棋斗胜	纸上谈兵
象棋盘里走跳棋	不对路数
象棋子走在线路上	格格不入
象牙筷子挑凉粉	滑头对滑头
橡皮擦子	有错就改
橡皮钉子	不软不硬
橡皮棍子打人	软收拾；无伤痕；外伤好治，内伤难医
橡皮棍子做旗杆	树（竖）不起来
橡皮脑袋	难开窍；不开窍
橡皮人救火	自身难保
橡皮人	能软能硬
橡皮糖	扯得长
消防队的汽车	通行无阻；畅通无阻
消防龙头打不开	干着急
萧何月下追韩信	为国操劳；连夜赶；爱才：谋士识良才
硝酸加盐酸	放到哪，烂到哪
小案板当锅盖	随方就圆；随得方就得圆
小车不抹油	干叫唤
小车掉进泥潭里	进退两难
小池塘撒网	一网打尽
小虫吃李子	心里肯（啃）
小虫子啃沙犁	暗里使坏
小丑化装	粉墨登场
小丑跳梁	自取灭亡
小瓷碗里数汤圆	明摆着
小葱拌豆腐	一清（青）二白
小鼎锅想炖大牛头	好大的胃口
小豆干饭	闷（焖）起来了
小二黑结婚	新事新办；情投意合
小二姐要饭	放不下脸；脸面上下不来
小二姐走钢丝	无依无靠
小擀杖掉油缸	又奸（尖）又猾（滑）
小擀杖放到醋缸里	又尖又酸；尖酸
小哥俩出师	各奔前程
小狗落屎坑	不愁吃
小狗娃跌屎坑	饱餐一顿
小姑打碗怨媳妇	错怪
小姑娘的辫子	两边摆
小姑娘的脸蛋	讨人爱；爱煞人
小姑娘逗娃娃	嘻嘻哈哈
小寡妇梦见丈夫	心里想
小寡妇上坟	越哭越伤心；哭得好伤心
小寡妇上轿	喜事来了；破涕为笑
小闺女的脾气	羞羞答答
小鬼拜见张天师	自投罗网
小鬼吹火	扇阴风
小鬼打城隍	死都不怕
小鬼见佛陀（释迦牟尼）	矮了半截子；矮了一大截
小鬼看见钟馗Ikuf）像	望而生畏
小鬼门前告阎王	找错了衙门
小鬼梦里做皇上	痴心妄想
小鬼敲门	要人命
小鬼升城隍	小人得志
小锅里煮猪头	盛不下
小孩掰竹笋	拔尖
小孩抽陀螺	团团转；不打不转
小孩穿大鞋	没法提；提不起来；提不得
小孩吹喇叭	口气不大
小孩的屁股，醉汉的嘴巴	难控制
小孩放爆竹	又爱又怕
小孩放烟火	天花乱坠
小孩爬到井台上	太悬乎
小孩爬墙	高攀不上
小孩抬大轿	担当不起
小孩剃头	快了
小孩玩喇叭	吹了
小孩子摆神位	你哄我，我哄你
小孩子过家家	一会儿好，一会儿坏
小耗子骂大街	贼喊捉贼
小耗子欺大象	全凭会钻
小和尚念经	有口无心
小河沟里撑船	一竿子插到底
小河里捞石头	摸底
小胡同赶骆驼	直来直去
小胡同扛毛竹	难转弯；转不过弯来
小胡同里赶猪	直进直出；直出直人
小胡同里遇仇人	冤家路窄
小花猫捋（lv 用手指顺着抹过去，使物体顺溜或干净）胡子	未老先衰
小鸡不撒尿	自有便道
小鸡踩键盘	乱弹琴
小鸡吃胡豆（蚕豆）	难吞难咽
小鸡吃食	点头哈腰
小鸡的爪子	闲不住
小鸡配凤凰	想高攀；甭（beng不用）想
小鸡碰上鹰	一个喜来一个忧；喜的喜，忧的忧
小鸡入笼	身不由己；不由自主
小脚穿大鞋	不对号；对不上号
小脚老太太缠脚	裹足不前
小脚女人爬大坡	寸步难行
小脚女人上楼梯	步步难
小脚女人走路	东倒西歪；慢腾腾
小脚婆娘过独木桥	摇摇摆摆
小姐使丫鬟	百依百顺
小老鼠拉线团	大头在后面；大的在后头
小老鼠上秤盘	自称自
小鲤鱼戏水	吞吞吐吐
小两口斗口角	不劝自了
小两口观灯	喜气盈盈
小炉匠补锅	穷凑合；穷凑
小炉匠打铁	修修补补
小炉匠戴眼镜	专找碴子
小炉匠的家什	破铜烂铁
小马驹备鞍鞯（an jian鞍鞫。马鞍和垫在马鞍下的东西）	挨鞭子的日子到了
小马驹跟车	跑跑颠颠
小猫长胡子	摆设
小猫吃小鱼	有头有尾
小猫的脸	一日三变
小猫喝烧酒	够戗（够受的）
小猫娃拉屎	遮遮盖盖
小猫洗脸	马马虎虎
小毛驴戴耳环	累赘
小毛驴套大车	力不能及；力不从心；心有余而力不足
小毛驴驮碾盘	吃不住劲；浑身哆嗦；加重负担
小米点灯	犯（饭）不着
小米煮红薯	糊糊涂涂；糊里糊涂
小蜜蜂说话	甜言蜜语
小庙里的和尚	没见过大香火；默默无闻
小磨香油拌凉菜	个个喜爱
小拇指比大腿	差一大截；差一截子
小木匠干活	东一句（锯），西一句（锯）
小囡（nan 小孩儿）拔萝卜	拉倒
小尼姑看嫁妆	今世无缘
小朋友唱歌	同（童）声同（童）调
小婆㈠、妾）当家	做不了主；缺乏主见
小婆子上吊	吓唬大的
小铺子的抽屉	装蒜
小铺子的蒜	零揪
小树掐尖	光出岔子；净岔子
小水沟里撑大船	异想天开
小偷报警	贼喊捉贼
小偷被抓	六神无主；处处挨打
小偷不经吓	做贼心虚
小偷不用化装	贼头贼脑
小偷打官司	输定了
小偷打警察	岂有此理
小偷的钱包	不义之财
小偷盯耗子	贼眉鼠眼
小偷击鼓进大堂	恶人先告状
小偷进牧场	顺手牵羊
小偷碰见盗贼	恶人遇恶人
小偷遇警察	心神不安
小偷照镜子	贼头贼脑
小偷做梦	想偷
小秃的脑袋	一毛不拔
小秃跟着月亮走	谁也不沾谁的光
小秃头上插辣椒	红人
小秃头上打蜡	又光又滑
小娃娃吃甘蔗	一节节来
小娃娃的话	句句真言；句句实话
小娃娃的脸	要哭就哭，要笑就笑
小娃娃扛大梁	自不量力；不自量
小娃娃骑木马	愿上不愿下
小娃娃拾炮仗（爆竹）	慌了手脚
小娃娃耍单杠	高攀不上
小娃娃做游戏	不成重来
小碗吃饭	靠天（添）
小碗盖大碗	管不着
小王卖画	自卖自夸
小巫见大巫	矮了半截子；矮了一大截
小屋里耍扁担	处处碰壁
小媳妇回娘家	背包袱
小媳妇进婆家	忍气吞声
小媳妇哭爹妈	没完没了
小媳妇拿钥匙	有职无权；当家不做主
小媳妇	难当
小媳妇讨饭	死心眼
小媳妇坐轿	靠众人抬举
小巷子赶马车	难转弯；转不过弯来
小巷子抬大梁	直来直去
小小秧鸡下鹅蛋	自不量力
小学生看书	念念不忘
小押儿店（旧时靠收少量抵押品剥削穷人的小店铺）的掌柜	损透了
小鸭蛋冒充大鸡蛋	蒙混过关
小羊羔拉屎	稀稀拉拉
小鱼篓盛刺猬	难装；不好装
小轴承安大滚珠	对不上跟
小猪拱粮囤	记吃不记打
小猪抢食	吃里爬（扒）外
小猪钻灶	碰一鼻子灰
小竹棍敲鼓	有节奏
小卒拱老师	将了军；将军
小卒子过河	有去无回
校长看教师	一视同仁
校场坝的旗杆	光棍；光棍一条
校场里的土地	管得宽
蝎虎子（壁虎）打喷嚏	满嘴臊
蝎虎子断尾巴	脱身之计
蝎虎子上墙	无孔不入
蝎虎子掀门帘	露一小手
蝎虎子作揖	露两手
蝎子背蜈蚣	毒上加毒
蝎子炒辣椒	又毒又辣
蝎子戴礼帽	小毒人
蝎子当琵琶	谈（弹）不得；无法谈（弹）
蝎子的屁股	拍不得
蝎子的尾巴后娘的心	毒极了；最毒
蝎子放屁	毒气冲天
蝎子翘尾巴	好毒的一招
蝎子甩尾巴	毒汁四溅
蝎子蜈蚣拜把子（朋友结为异姓兄弟）	毒亡加毒
蝎子战蜈蚣	以毒攻毒
蝎子蜇（zhe蜂、蝎子等用毒刺刺人或动物）屁股	说不得
